% Model,Dz11_comsol.mph
% Version,COMSOL 5.2.1.262
% Date,"May 5 2018, 09:18"
% Dimension,2
% Nodes,557
% Expressions,2
% Description,Arrow line
% x,y,VectorX,VectorY
8.399999999999974,-7.500000000000001,0.004078418999967746,-2.0017934421190373E-7
8.599999999999973,-7.5,0.00304871104548815,-2.1120630311344257E-7
8.799999999999978,-7.500000000000001,0.00213766465134223,-2.1932704186156116E-7
8.999999999999979,-7.500000000000002,0.0013394782885766336,-2.2484850958903735E-7
9.19999999999998,-7.500000000000001,6.481676084939233E-4,-2.2807362842769405E-7
9.399999999999979,-7.500000000000001,5.763131751428898E-5,-2.2929865739484964E-7
9.599999999999982,-7.5,-4.38291017022737E-4,-2.2881138495023376E-7
9.799999999999983,-7.500000000000001,-8.457690384404105E-4,-2.2688859768749123E-7
9.999999999999984,-7.500000000000001,-0.0011709392606767898,-2.2379356323654065E-7
10.199999999999983,-7.5,-0.0014198700050521303,-2.1977482411728033E-7
10.399999999999986,-7.500000000000001,-0.0015985332349397778,-2.1506477665411694E-7
10.599999999999985,-7.500000000000001,-0.0017127828710309597,-2.0987838933450573E-7
10.799999999999988,-7.500000000000002,-0.0017683391533262012,-2.0440767212193123E-7
10.99999999999999,-7.5,-0.0017707784325597942,-1.982624127094823E-7
11.19999999999999,-7.5,-0.00172552857473081,-1.9103210924242828E-7
11.399999999999993,-7.500000000000001,-0.0016378682644571654,-1.8309090776824632E-7
11.599999999999993,-7.500000000000001,-0.0015129308415479483,-1.751835769780996E-7
11.799999999999995,-7.500000000000002,-0.0013557107311188506,-1.6495741128608185E-7
11.999999999999995,-7.500000000000001,-0.0011710776209027504,-1.6359255372577763E-7
12.199999999999996,-7.500000000000001,-9.637827826566904E-4,-1.579648198912764E-7
12.399999999999997,-7.500000000000001,-7.384815630814987E-4,-1.7918247241510696E-7
12.599999999999998,-7.500000000000001,-4.997546729813773E-4,-1.866851935261593E-7
12.799999999999999,-7.500000000000001,-2.5209520153455633E-4,-2.5020749738757786E-7
13,-7.499999999999999,6.364503445621772E-8,-7.249775535456136E-8
-6.8000000000000025,10.5,0.001069613866743424,1.5003552178427526E-8
-6.600000000000004,10.500000000000002,0.0021389832673001635,1.3543290933171193E-8
-6.400000000000005,10.5,0.003207837145758077,1.0817263529361297E-8
-6.200000000000007,10.5,0.004275861203518971,1.0720896170823835E-8
-6.000000000000009,10.5,0.005342669951734712,1.3302249080027195E-8
-5.8000000000000105,10.5,0.006407786508262347,1.8188825556819666E-8
-5.600000000000011,10.5,0.007470621209882289,2.4900746353750943E-8
-5.400000000000013,10.5,0.008530451149870721,3.226547828916182E-8
-5.200000000000014,10.5,0.00958640152274537,3.988623475947861E-8
-5.000000000000016,10.5,0.010637428943862657,4.785329199563648E-8
-4.800000000000018,10.5,0.01168230662641445,5.609933406702793E-8
-4.600000000000019,10.5,0.01271961208140304,6.43016582202449E-8
-4.400000000000021,10.5,0.013747717742536025,7.226273091021085E-8
-4.200000000000022,10.5,0.014764785014928172,8.017400787707629E-8
-4.000000000000025,10.5,0.01576876212176881,8.792454941897175E-8
-3.8000000000000265,10.5,0.016757386024847776,9.533565759056727E-8
-3.6000000000000285,10.5,0.017728189143510598,1.0221301760537926E-7
-3.4000000000000306,10.5,0.01867851107647045,1.0835136876607976E-7
-3.200000000000033,10.5,0.019605515709733897,1.1353762552346323E-7
-3.000000000000035,10.5,0.020506213961665406,1.1755576423411183E-7
-2.800000000000037,10.5,0.021377492317539826,1.2019223927239864E-7
-2.600000000000039,10.5,0.022216147161482347,1.2124257953161077E-7
-2.400000000000041,10.5,0.023018924752668646,1.2051919284772336E-7
-2.200000000000043,10.5,0.023782566497327903,1.178597832662831E-7
-2.000000000000045,10.5,0.024503858953635493,1.1313599479478853E-7
-1.800000000000047,10.5,0.02517968777341739,1.0626227542331888E-7
-1.6000000000000485,10.5,0.025807094542642513,9.72048521674651E-8
-1.4000000000000514,10.5,0.026383335247611047,8.59890105786576E-8
-1.2000000000000535,10.5,0.02690593887514314,7.270494695177375E-8
-1.0000000000000555,10.5,0.027372764471350838,5.751177933888129E-8
-0.8000000000000576,10.5,0.02778205484889806,4.063838687784482E-8
-0.6000000000000592,10.5,0.028132485072702273,2.2380936215427027E-8
-0.40000000000006164,10.5,0.028423203867467883,3.0970381814654498E-9
-0.20000000000006324,10.5,0.02865386620642418,-1.6803998192926883E-8
-6.483702463810914E-14,10.5,0.028824655548355338,-3.687420324638424E-8
0.1999999999999318,10.5,0.02893629449978796,-5.6643115087240397E-8
0.3999999999999302,10.5,0.02899004307179442,-7.563580695091332E-8
0.5999999999999286,10.5,0.02898768416465813,-9.339215445436365E-8
0.7999999999999261,10.5,0.02893149641880832,-1.0948577244818125E-7
0.9999999999999245,10.5,0.02882421508723887,-1.235415556521957E-7
1.199999999999923,10.5,0.028668982078682067,-1.3525028919048054E-7
1.3999999999999204,10.5,0.028469286757984765,-1.443800501377268E-7
1.5999999999999184,10.5,0.028228899440677857,-1.5078269655077747E-7
1.799999999999916,10.5,0.027951799759823537,-1.5439597600419575E-7
1.9999999999999143,10.5,0.027642102201670404,-1.552410591187936E-7
2.1999999999999127,10.5,0.027303981101408855,-1.5341607717545E-7
2.3999999999999098,10.5,0.026941597266021407,-1.4908637258059798E-7
2.599999999999908,10.5,0.026559028169603316,-1.4247208124373856E-7
2.7999999999999057,10.5,0.026160203370261034,-1.3383540409250827E-7
2.999999999999904,10.5,0.02574884645379072,-1.2346684119535212E-7
3.1999999999999025,10.5,0.02532842444951644,-1.116728034489256E-7
3.3999999999998995,10.5,0.024902105309504208,-9.876430961952565E-8
3.599999999999898,10.5,0.024472723724604073,-8.504790738328438E-8
3.7999999999998963,10.5,0.02404275527437516,-7.081881392423384E-8
3.999999999999894,10.5,0.02361429868792086,-5.635543409709953E-8
4.199999999999892,10.5,0.023189065836738187,-4.191720481827588E-8
4.39999999999989,10.5,0.022768378972563674,-2.7742376396133747E-8
4.599999999999888,10.5,0.0223531746634702,-1.4048384677778358E-8
4.799999999999886,10.5,0.021944013867766895,-1.031970064957477E-9
4.999999999999883,10.5,0.021541097575093815,1.1130338428699815E-8
5.199999999999882,10.5,0.021144287471296153,2.228188300534839E-8
5.39999999999988,10.5,0.02075313108803911,3.2285569773193856E-8
5.599999999999879,10.5,0.020366890907866697,4.102476047762593E-8
5.799999999999875,10.5,0.01998457688485189,4.840461542698903E-8
5.999999999999873,10.5,0.019604981816612188,5.435374728079978E-8
6.199999999999871,10.5,0.019226718957995104,5.882630471631955E-8
6.39999999999987,10.5,0.01884826121848615,6.180406320055454E-8
6.599999999999868,10.5,0.018467981225933627,6.329811963468046E-8
6.799999999999866,10.5,0.01808419148754936,6.335025304338159E-8
6.999999999999863,10.5,0.017695183845543028,6.20317628374778E-8
7.199999999999861,10.5,0.01729926741098975,5.9443117983448695E-8
7.399999999999859,10.5,0.01689480417378686,5.571099848111771E-8
7.5999999999998575,10.5,0.016480241549129637,5.098443178752632E-8
7.799999999999856,10.5,0.016054141198018176,4.54298749730242E-8
7.999999999999853,10.5,0.015615203597680427,3.922434999026336E-8
8.19999999999985,10.5,0.01516228796630159,3.2550245165907654E-8
8.39999999999985,10.5,0.014694427331575886,2.5588704488654912E-8
8.599999999999847,10.5,0.014210838694562076,1.8512666954961784E-8
8.799999999999846,10.5,0.013710928417347999,1.1482033990262151E-8
8.999999999999842,10.5,0.013194293112614552,4.639225004154923E-9
9.199999999999841,10.5,0.012660716453420482,-1.894140844171943E-9
9.399999999999839,10.5,0.012110162420759352,-8.019319430729865E-9
9.599999999999838,10.5,0.011542765587694959,-1.3661820119637014E-8
9.799999999999836,10.5,0.01095881906503937,-1.8770326626338374E-8
9.999999999999831,10.5,0.010358760762034791,-2.331612769523872E-8
10.19999999999983,10.5,0.009743158570412191,-2.7291025439524216E-8
10.399999999999828,10.5,0.009112695060063736,-3.070533782789653E-8
10.599999999999827,10.5,0.008468152282164352,-3.379239732481665E-8
10.799999999999825,10.5,0.007810396750592474,-3.693836436724496E-8
10.999999999999824,10.5,0.007140365688952599,-4.0079051188968144E-8
11.19999999999982,10.5,0.0064590541055382636,-4.332003733509282E-8
11.399999999999817,10.5,0.005767503325829537,-4.7232514788220215E-8
11.599999999999817,10.5,0.005066790947100053,-5.3098238694815336E-8
11.799999999999814,10.5,0.004358020936598983,-5.892720356115432E-8
11.999999999999813,10.5,0.00364231886819244,-6.382165995688637E-8
12.19999999999981,10.5,0.0029208243218361574,-7.045657479665123E-8
12.399999999999809,10.5,0.0021946875943470445,-8.345047941560324E-8
12.599999999999806,10.5,0.0014650635996860117,-6.99664006731382E-8
12.799999999999805,10.5,7.331100060810057E-4,-8.218470703980074E-8
13,10.5,-1.9329366551801283E-8,-1.7876946145634065E-8
1,2,0.2710927382991293,0.2729537089971812
1,2.2,0.3254686071098014,1.3322676295501878E-15
1,2.4000000000000004,0.23947939661646875,4.440892098500626E-16
1,2.6000000000000005,0.19441831409286922,0
1,2.8000000000000007,0.1652431058637993,0
1,3.000000000000001,0.14483369472923524,0
1,3.200000000000001,0.13031235059461907,0
1,3.4000000000000012,0.12054638311585286,0
1,3.6000000000000014,0.11591667575045238,-4.440892098500626E-16
1,3.8000000000000016,0.1210692049402593,-1.3322676295501878E-15
1,4,0.07744618678564263,-0.06542502255442262
1.200000000000054,2,1.7763568394002505E-15,0.32265157130244093
1.4000000000000519,2,-4.440892098500626E-16,0.215743709923919
1.6000000000000498,2,-4.440892098500626E-16,0.1427919786413243
1.8000000000000478,2,0,0.08208449008283214
2.000000000000046,2,-4.440892098500626E-16,0.02844892325606718
2.2000000000000437,2,4.440892098500626E-16,-0.0198873749786399
2.400000000000042,2,-8.881784197001252E-16,-0.06367881643599649
2.6000000000000396,2,4.440892098500626E-16,-0.10331878088045253
2.800000000000038,2,-8.881784197001252E-16,-0.13907444485595244
3.000000000000036,2,4.440892098500626E-16,-0.17119249657208388
3.200000000000034,2,0,-0.19995752758825747
3.400000000000032,2,0,-0.22571917050274548
3.60000000000003,2,-4.440892098500626E-16,-0.248892907854402
3.800000000000028,2,8.881784197001252E-16,-0.2699429877462105
4.000000000000026,2,-8.881784197001252E-16,-0.2893420141541454
4.200000000000023,2,0,-0.30752978495319416
4.400000000000023,2,-4.440892098500626E-16,-0.32486415099763066
4.600000000000021,2,-4.440892098500626E-16,-0.3415535816856656
4.800000000000019,2,-4.440892098500626E-16,-0.3575682383963459
5.000000000000017,2,4.440892098500626E-16,-0.37249095823701417
5.200000000000015,2,4.440892098500626E-16,-0.3852881639120769
5.400000000000015,2,4.440892098500626E-16,-0.39412337934560115
5.600000000000013,2,-4.440892098500626E-16,-0.39626399502674875
5.8000000000000105,2,0,-0.3888331135120828
6.000000000000009,2,0,-0.3704798326415686
6.200000000000007,2,4.440892098500626E-16,-0.34342965699432826
6.400000000000005,2,0,-0.31344111925330065
6.600000000000005,2,-4.440892098500626E-16,-0.2884261602089211
6.8000000000000025,2,-8.881784197001252E-16,-0.28233955937454125
7,2,0.1336600646759436,-0.16793105878331688
1.2,4,0,-0.07211370709168508
1.4,4,-4.440892098500626E-16,-0.05026559481721371
1.5999999999999996,4,4.440892098500626E-16,-0.039487639949658426
1.7999999999999996,4,-4.440892098500626E-16,-0.03265689599758436
1.9999999999999996,4,-4.440892098500626E-16,-0.02779244308306694
2.1999999999999993,4,0,-0.02408295048544939
2.399999999999999,4,0,-0.021120005395909747
2.5999999999999988,4,-4.440892098500626E-16,-0.018671088476760467
2.7999999999999985,4,4.440892098500626E-16,-0.01659216896199478
2.9999999999999982,4,-4.440892098500626E-16,-0.014788196700923349
3.199999999999998,4,-4.440892098500626E-16,-0.013193203123862407
3.3999999999999977,4,0,-0.011759401252686263
3.5999999999999974,4,4.440892098500626E-16,-0.010450801746745508
3.799999999999997,4,0,-0.009239249820968796
3.9999999999999964,4,0,-0.008101822675601333
4.199999999999996,4,0,-0.007019010395814096
4.399999999999995,4,0,-0.005973340296637097
4.599999999999994,4,0,-0.004948220785435886
4.799999999999994,4,0,-0.003926828697568218
4.999999999999993,4,0,-0.002890861874488948
5.199999999999992,4,4.440892098500626E-16,-0.0018189209855696829
5.3999999999999915,4,0,-6.841359429237137E-4
5.599999999999992,4,0,5.496861048457369E-4
5.799999999999991,4,4.440892098500626E-16,0.0019349094337060002
5.99999999999999,4,8.881784197001252E-16,0.003553467079654204
6.1999999999999895,4,8.881784197001252E-16,0.005546328399530509
6.399999999999989,4,8.881784197001252E-16,0.008189449906635282
6.599999999999988,4,8.881784197001252E-16,0.012148707393399238
6.799999999999987,4,-1.3322676295501878E-15,0.01980759860135839
7,4,0.025168225975817023,0.01959612192226938
2,-1.5,0.3067635468249901,0.07811165561690259
2.0710184643572216,-1.393472303464168,0.7917041203975282,-0.5278027469316895
2.1365496488617164,-1.2951755267074256,0.6550547288909394,-0.4367031525939548
2.2062258888440787,-1.1906611667338822,0.5887413407954618,-0.39249422719697513
2.2831210029794473,-1.0753184955308284,0.5452880632820307,-0.36352537552135183
2.36793397965,-0.9480990305249997,0.5121527881644752,-0.341435192109651
2.461502225514052,-0.8077466617289222,0.484253836875042,-0.3228358912500271
2.5647007693514077,-0.6529488459728885,0.45973575985831777,-0.30649050657221066
2.6731604746273057,-0.490259288059042,0.4402559103498873,-0.2935039402332569
2.7823556686241178,-0.3264664970638232,0.43001155925623524,-0.2866743728374891
2.8915501387992286,-0.1626747918011569,0.4422316916517053,-0.2948211277678052
3,0,0.35511853832186924,-0.4574450239484548
2.1092770545532997,-1.4317018409041875,-0.30666268421216736,0.49066029473946754
2.210154545100515,-1.368653409312178,-0.21097774853442552,0.33756439765508706
2.3179994667979655,-1.3012503332512715,-0.16401171541531956,0.26241874466450965
2.437100922008437,-1.2268119237447266,-0.13435938859924823,0.21497502175879488
2.5685805347015513,-1.1446371658115304,-0.11364341133871435,0.18182945814194618
2.7137422234863497,-1.0539111103210312,-0.09831363541964076,0.15730181667142748
2.8735338440434797,-0.9540413474728251,-0.08661821018978122,0.13858913630364997
3.038358258451452,-0.8510260884678427,-0.07801765272294701,0.12482824435671658
3.203392197517939,-0.7478798765512882,-0.07170475621623318,0.11472760994597175
3.368426136584426,-0.6447336646347338,-0.06700559258866967,0.10720894814187143
3.533460075650913,-0.5415874527181794,-0.06351485597900064,0.10162376956639818
3.6984940147174,-0.43844124080162505,-0.06098089589353783,0.09756943342966018
3.863527953783887,-0.3352950288850707,-0.05924989724656903,0.09479983559451098
4.028561892850374,-0.2321488169685162,-0.058233652711053845,0.09317384433768816
4.193595831916862,-0.1290026050519616,-0.057894728158496944,0.09263156505359471
