% Model,PandaNufern2.mph
% Version,COMSOL 5.3.1.201
% Date,"May 11 2018, 17:08"
% Dimension,2
% Nodes,30058
% Expressions,1
% Description,Surface
% X,Y,Color
-53.29001880745418,-32.65614636636078,1.81823850102653E-10
-52.85861103087426,-33.34993516107914,1.89943515487958E-10
-52.41755808084917,-34.038928309693624,1.864313148191814E-10
-51.96685995737893,-34.723125812204245,1.83147774016623E-10
-52.490150721665515,-32.616870712614364,2.529887866407277E-10
-52.053920358363015,-33.308261684280794,2.597284302716425E-10
-51.60804482161535,-33.994857009843344,2.579489569355185E-10
-51.69028263587685,-32.57759505886795,4.1700904803304815E-10
-51.24922968585178,-33.26658820748244,4.1822485175787184E-10
-50.89041455008819,-32.538319405121534,6.756821272047727E-10
-54.53100947330268,-30.53881146709171,1.777402629456537E-10
-54.1272797734599,-31.24881908279201,1.8730682548338752E-10
-53.713616218177066,-31.954597382548368,1.8435042006485706E-10
-53.733055734824724,-30.533096291189988,2.589174118382268E-10
-53.32435910726193,-31.240989248918314,2.673420516019202E-10
-52.90572862425906,-31.944652890702688,2.662911272904609E-10
-52.935101996346766,-30.52738111528826,4.5687652804038874E-10
-52.52143844106395,-31.233159415044618,4.5887595638986644E-10
-52.13714825786882,-30.52166593938653,7.755036154260015E-10
-51.508425976384835,-35.399616031034185,1.8985281492882284E-10
-51.04066396637123,-36.07076144563401,1.8597054390828636E-10
-50.563573927338105,-36.73656205600373,1.8216788341862042E-10
-51.16600476224428,-34.65338073908058,2.454368871305979E-10
-50.70290676674043,-35.32719855579547,2.506078662096246E-10
-50.230480742217054,-35.995671568280244,2.482465645477798E-10
-50.365149567109626,-34.583635665956905,3.805485815778012E-10
-49.897387557096025,-35.25478108055675,3.810222187592875E-10
-49.564294371974974,-34.513890592833235,5.887114270634517E-10
-50.07880677973814,-37.39470149862011,1.8758499783186297E-10
-49.58505633647606,-38.046965327731954,1.8352244557509214E-10
-49.08232259755188,-38.69335354333929,1.7936830935530372E-10
-49.76527128963062,-36.64057807734846,2.3627976035883715E-10
