0                         -6.25E-5                 2.904983190590346E-10    1.237070479238486E-9
0                         -6.146310422984707E-5    6.102081349528345E-10    1.4522422997945422E-9
0                         -6.044797138525959E-5    1.19610932222778E-9      1.5376145023923656E-9
0                         -6.0446556593384504E-5   1.1972568511183233E-9    1.5376687896519E-9
0                         -6.0445119246452036E-5   1.2124940074164402E-9    1.6244331483519306E-9
0                         -5.943622631573973E-5    2.8360138300905824E-9    2.312560875307568E-9
0                         -5.8443763511758926E-5   5.099505990271422E-9     3.514670815525178E-9
0                         -5.844240297510318E-5    5.265020813407982E-9     3.6842979570366228E-9
0                         -5.844101667935747E-5    5.269550979961072E-9     3.6868003815779957E-9
0                         -5.745153939805825E-5    9.647708654159397E-9     5.738265714961307E-9
0                         -5.647401421409285E-5    1.6473826576132924E-8    9.173756817923421E-9
0                         -5.647372440518737E-5    1.647624661407604E-8     9.174855012760754E-9
0                         -5.6473428505175454E-5   1.6534975325516688E-8    9.182454545941145E-9
0                         -5.54964398853101E-5     2.7490348368606357E-8    1.5240588548731715E-8
0                         -5.4532468541703387E-5   4.441851691736385E-8     2.5902820576162825E-8
0                         -5.4530088589974117E-5   4.5885738935569537E-8    2.576399110400415E-8
0                         -5.4527641985065574E-5   4.477159340766147E-8     2.590393244063041E-8
0                         -5.3563440659867084E-5   7.997096164507384E-8     4.382723289386161E-8
0                         -5.261110907013401E-5    1.3717562204056728E-7    7.609660586485839E-8
0                         -5.260701721853092E-5    1.374055820029293E-7     7.592997836867057E-8
0                         -5.260282390748187E-5    1.365767500467086E-7     7.590797887376652E-8
0                         -5.16502713902509E-5     2.412317688702595E-7     1.2989058128814269E-7
0                         -5.070291230884148E-5    4.157492052145783E-7     2.2421127235073255E-7
0                         -5.0702575123143266E-5   4.1671520043885253E-7    2.2351835918911007E-7
0                         -5.07022299195167E-5     4.1011775542872046E-7    2.2374720540927232E-7
0                         -4.9752324866020695E-5   7.051239364192339E-7     3.8987501557907515E-7
0                         -4.8810981480071995E-5   1.1986875837156973E-6    6.751091959645322E-7
0                         -4.8810635401482706E-5   1.1989212814933313E-6    6.752277334278006E-7
0                         -4.881028399061088E-5    1.1995988703370055E-6    6.746586764141656E-7
0                         -4.7867715472605526E-5   2.044559411070968E-6     1.1709726979759101E-6
0                         -4.693808572628752E-5    3.409946730033366E-6     2.0129948280176635E-6
0                         -4.693776062924554E-5    3.4502706250584066E-6    2.0140069634821782E-6
0                         -4.69374227010056E-5     3.4517155938599134E-6    2.007430503791427E-6
0                         -4.6018258351082625E-5   5.788419230590748E-6     3.425760148706186E-6
0                         -4.5258058767219246E-5   8.857908113388523E-6     5.43548653992988E-6
0                         -4.500100541231209E-5    1.0283438856808866E-5    6.2365294027675474E-6
0                         -4.4716987148240236E-5   1.2020885316660954E-5    7.489206135019122E-6
0                         -4.407980770925165E-5    1.723644528664061E-5     1.0744014890545795E-5
0                         -4.353835276219511E-5    2.3358994407548562E-5    1.498404948867157E-5
0                         -4.325336619241298E-5    2.747661282766829E-5     1.7530426340715742E-5
0                         -4.294708036894348E-5    3.2584582076149255E-5    2.1263214920667427E-5
0                         -4.246211118837433E-5    4.292395639866525E-5     2.7903002300674513E-5
0                         -4.17776749123659E-5     6.30732395673077E-5      4.2213294317672146E-5
0                         -4.1554918955781956E-5   7.154400405792045E-5     4.744951706182337E-5
0                         -4.063199314902608E-5    1.2060700783895298E-4    8.283145997631076E-5
0                         -4.05385851504444E-5     1.270386383403964E-4     8.708549298365188E-5
0                         -4.0429315210986045E-5   1.3534203512572982E-4    9.305108325252739E-5
0                         -3.9569303937219766E-5   2.1952070442832227E-4    1.540211291514951E-4
0                         -3.892838198383085E-5    3.1439358409000466E-4    2.275532025044357E-4
0                         -3.885111904798837E-5    3.282308201037255E-4     2.3667085356339352E-4
0                         -3.8126447834727615E-5   4.946679331932305E-4     3.6270032162168066E-4
0                         -3.767647945366889E-5    6.386632584087662E-4     4.8058680033341626E-4
0                         -3.705011228402025E-5    9.116036781021762E-4     6.848152743624408E-4
0                         -3.6315351302454826E-5   0.0013850743787612455    0.0010765983965660727
0                         -3.6108382452086975E-5   0.0015551466321451354    0.0012029843870478827
0                         -3.589872016901623E-5    0.001756136676188796     0.001381830622628258
0                         -3.5351246014907835E-5   0.002390051120354097     0.0018969571383526615
0                         -3.474158517835499E-5    0.00337029630510552      0.002748108007397222
0                         -3.446030597413154E-5    0.003956591239322185     0.0032192044463395914
0                         -3.368961329187271E-5    0.006136935441142419     0.005114302568275008
0                         -3.331206696217868E-5    0.007602897431903825     0.006446693677488258
0                         -3.273851697774277E-5    0.010559713843587277     0.00901653921691212
0                         -3.220340915302613E-5    0.01430873711206751      0.012490746982592525
0                         -3.205293485389297E-5    0.015604927882791593     0.013680640352259986
0                         -3.128123230794213E-5    0.024262862124443802     0.021592338027795352
0                         -3.102126738207121E-5    0.028169163409902633     0.025073910628482167
0                         -3.0322777413105447E-5   0.042088905487858805     0.03874823921443995
0                         -3.0109656292068866E-5   0.04744047530989486      0.043786449740107675
0                         -3.0047910823009258E-5   0.049148667884756324     0.044677585459536075
0                         -2.952693513812192E-5    0.06675347585936015      0.06292787372251105
0                         -2.900677742189996E-5    0.08925819837554341      0.08501971366025007
0                         -2.893113285814671E-5    0.09321917750021819      0.0888900882771954
0                         -2.8557773294477752E-5   0.1165503063640901       0.11245700617048623
0                         -2.786080201671737E-5    0.1729946315256988       0.16724168233509432
0                         -2.7715145911125848E-5   0.1878218823824723       0.1852268713011101
0                         -2.6826538984885854E-5   0.31360217883479297      0.3145270075673815
0                         -2.6477792490948134E-5   0.38321654446315         0.39126730024271067
0                         -2.583447040918836E-5    0.5576095797455402       0.5730157346828557
0                         -2.5301065373530598E-5   0.7587905735579844       0.7978707167172333
0                         -2.5034153539605737E-5   0.8862790920248971       0.9352669044157258
0                         -2.4349444584176E-5      1.3209059313630227       1.4137506372219921
0                         -2.398686903489261E-5    1.6307685446368627       1.7617140864681469
0                         -2.308372754926856E-5    2.7670245980855688       3.059386442595094
0                         -2.301930791585751E-5    2.8810203732184574       3.128694345074254
0                         -2.2842166778233228E-5   3.205340343010567        3.5442065936848044
0                         -2.2083201216161834E-5   4.963230158328868        5.600343248250883
0                         -2.178987455682792E-5    5.888414524422431        6.743702023530983
0                         -2.1150927567327362E-5   8.601363619855228        9.87260701489335
0                         -2.0505992943965075E-5   12.556637499875993       14.827108609920844
0                         -2.024910418895756E-5    14.66752975962269        17.158391242617064
0                         -1.999822818025228E-5    17.047272860930143       20.26287271444584
0                         -1.9416810286647612E-5   23.979341961005503       28.756743772427303
0                         -1.893657672938495E-5    31.91030407658006        38.38750904047351
0                         -1.8230968590400194E-5   48.75419076309646        60.10183177031807
0                         -1.799291009766322E-5    56.28603504578412        68.22889749942969
0                         -1.7568526776938156E-5   72.83934999147297        91.12449792253157
0                         -1.7052664449512682E-5   98.91633658519535        122.60707706110044
0                         -1.673143135621486E-5    119.68810129486053       152.60033468154606
0                         -1.614105876549599E-5    171.24124370938415       216.4983517718917
0                         -1.559715892936394E-5    237.9402922915366        308.61481091781025
